Sample	proteinfold-avg_pLDDT
LOKIASV2_3689_ESMFold_histidinol-phosphatase.pdb	86.59
LOKIASV2_3690_ESMFold_DEAD-DEAH_box_helicase.pdb	85.94
LOKIASV2_3691_ESMFold_hypothetical_protein.pdb	70.65
LOKIASV2_3692_ESMFold_hypothetical_protein.pdb	58.43
LOKIASV2_3693_ESMFold_hypothetical_protein.pdb	63.43
LOKIASV2_3694_ESMFold_hypothetical_protein.pdb	72.61
LOKIASV2_3695_ESMFold_hypothetical_protein.pdb	87.98
LOKIASV2_3696_ESMFold_hypothetical_protein.pdb	87.76
LOKIASV2_3697_ESMFold_glutamine-hydrolyzing_GMP_synthase.pdb	85.86
LOKIASV2_3698_ESMFold_hypothetical_protein.pdb	90.79
LOKIASV2_3699_ESMFold_hypothetical_protein.pdb	55.8
LOKIASV2_3700_ESMFold_hypothetical_protein.pdb	39.77
LOKIASV2_3701_ESMFold_alpha-beta_hydrolase.pdb	92.53
LOKIASV2_3702_ESMFold_hypothetical_protein.pdb	81.75
LOKIASV2_3703_ESMFold_hypothetical_protein.pdb	65.64
LOKIASV2_3704_ESMFold_hypothetical_protein.pdb	67.21
LOKIASV2_3705_ESMFold_TatD_family_hydrolase.pdb	89.86
LOKIASV2_3706_ESMFold_arsenate_reductase-_glutathione-glutaredoxin_type.pdb	79.16
LOKIASV2_3707_ESMFold_HD_domain-containing_protein.pdb	91.9
LOKIASV2_3708_ESMFold_translation_initiation_factor_IF-2_subunit_gamma.pdb	90.47
LOKIASV2_3709_AF2_hypothetical_protein.pdb	85.07
LOKIASV2_3710_ESMFold_selenide-_water_dikinase_SelD.pdb	92.48
LOKIASV2_3711_ESMFold_hypothetical_protein.pdb	48.42
LOKIASV2_3712_ESMFold_hypothetical_protein.pdb	72.49
LOKIASV2_3713_AF2_alanine--tRNA_ligase.pdb	90.95
LOKIASV2_3714_ESMFold_hypothetical_protein.pdb	73.86
LOKIASV2_3715_ESMFold_hypothetical_protein.pdb	60.25
LOKIASV2_3716_ESMFold_hypothetical_protein.pdb	56.23
LOKIASV2_3717_ESMFold_hypothetical_protein.pdb	81.4
LOKIASV2_3718_ESMFold_ABC_transporter_ATP-binding_protein.pdb	94.64
LOKIASV2_3719_ESMFold_hypothetical_protein.pdb	85.89
LOKIASV2_3720_ESMFold_hypothetical_protein.pdb	82.34
LOKIASV2_3721_ESMFold_replication_factor_C_small_subunit.pdb	89.58
LOKIASV2_3722_ESMFold_replication_factor_C_small_subunit.pdb	88.42
LOKIASV2_3723_ESMFold_replication_factor_C_large_subunit.pdb	86.5
LOKIASV2_3724_ESMFold_hypothetical_protein.pdb	68.66
LOKIASV2_3725_ESMFold_glycyl-radical_enzyme_activating_protein.pdb	94.65
LOKIASV2_3726_ESMFold_glycyl_radical_protein.pdb	83.96
LOKIASV2_3727_ESMFold_hypothetical_protein.pdb	49.03
LOKIASV2_3728_ESMFold_hypothetical_protein.pdb	70.68
LOKIASV2_3729_ESMFold_asparagine_synthase_B.pdb	91.05
LOKIASV2_3730_ESMFold_apolipoprotein_N-acyltransferase.pdb	87.82
LOKIASV2_3731_ESMFold_hypothetical_protein.pdb	78.65
LOKIASV2_3732_ESMFold_MFS_transporter.pdb	91.32
LOKIASV2_3733_ESMFold_hypothetical_protein.pdb	89.35
LOKIASV2_3734_ESMFold_hypothetical_protein.pdb	52.94
LOKIASV2_3735_ESMFold_nitroreductase_family_protein.pdb	87.42
LOKIASV2_3736_ESMFold_transcription_initiation_factor_IIB.pdb	85.51
LOKIASV2_3737_ESMFold_FumA_C-terminus-TtdB_family_hydratase_beta_subunit.pdb	89.16
LOKIASV2_3738_ESMFold_fumarate_hydratase.pdb	89.84
LOKIASV2_3739_ESMFold_hypothetical_protein.pdb	85.05
LOKIASV2_3740_ESMFold_hypothetical_protein.pdb	85.58
LOKIASV2_3741_ESMFold_hypothetical_protein.pdb	86.46
LOKIASV2_3742_ESMFold_hypothetical_protein.pdb	83.72
LOKIASV2_3743_ESMFold_hypothetical_protein.pdb	90.18
LOKIASV2_3744_ESMFold_hypothetical_protein.pdb	78.27
LOKIASV2_3745_ESMFold_ATP_synthase_subunit_A.pdb	89.39
LOKIASV2_3746_ESMFold_ATP_synthase_subunit_B.pdb	90.26
LOKIASV2_3747_ESMFold_hypothetical_protein.pdb	90.3
LOKIASV2_3748_ESMFold_hypothetical_protein.pdb	89.09
LOKIASV2_3749_ESMFold_low_molecular_weight_protein_arginine_phosphatase.pdb	90.2
LOKIASV2_3750_ESMFold_hypothetical_protein.pdb	77.82
LOKIASV2_3751_ESMFold_hypothetical_protein.pdb	77.14
LOKIASV2_3752_ESMFold_hypothetical_protein.pdb	83.51
LOKIASV2_3753_ESMFold_hypothetical_protein.pdb	70.76
LOKIASV2_3754_ESMFold_hypothetical_protein.pdb	53.69
LOKIASV2_3755_ESMFold_hypothetical_protein.pdb	84.22
LOKIASV2_3756_ESMFold_hypothetical_protein.pdb	84.95
LOKIASV2_3757_ESMFold_hypothetical_protein.pdb	88.19
LOKIASV2_3758_ESMFold_hypothetical_protein.pdb	86.0
LOKIASV2_3759_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.57
LOKIASV2_3760_ESMFold_hypothetical_protein.pdb	55.08
LOKIASV2_3761_ESMFold_hypothetical_protein.pdb	75.89
LOKIASV2_3762_ESMFold_hypothetical_protein.pdb	84.99
LOKIASV2_3763_ESMFold_hypothetical_protein.pdb	32.97
LOKIASV2_3764_ESMFold_hypothetical_protein.pdb	36.17
LOKIASV2_3765_ESMFold_hypothetical_protein.pdb	84.64
LOKIASV2_3766_ESMFold_hypothetical_protein.pdb	31.12
LOKIASV2_3767_ESMFold_hypothetical_protein.pdb	64.2
LOKIASV2_3768_ESMFold_hypothetical_protein.pdb	85.26
LOKIASV2_3769_ESMFold_hypothetical_protein.pdb	87.51
LOKIASV2_3770_ESMFold_hypothetical_protein.pdb	55.68
LOKIASV2_3771_ESMFold_hypothetical_protein.pdb	32.41
LOKIASV2_3772_ESMFold_hypothetical_protein.pdb	76.81
LOKIASV2_3773_ESMFold_SDR_family_oxidoreductase.pdb	92.44
LOKIASV2_3774_ESMFold_hypothetical_protein.pdb	90.29
LOKIASV2_3775_ESMFold_TldD-PmbA_family_protein.pdb	94.33
LOKIASV2_3776_ESMFold_TldD-PmbA_family_protein.pdb	93.64
LOKIASV2_3777_ESMFold_hypothetical_protein.pdb	68.49
LOKIASV2_3778_ESMFold_hypothetical_protein.pdb	88.68
LOKIASV2_3779_ESMFold_hypothetical_protein.pdb	73.48
LOKIASV2_3780_ESMFold_hypothetical_protein.pdb	90.36
LOKIASV2_3781_ESMFold_hypothetical_protein.pdb	76.84
LOKIASV2_3782_ESMFold_adenylosuccinate_lyase.pdb	95.48
LOKIASV2_3783_ESMFold_AIR_synthase-related_protein.pdb	83.38
LOKIASV2_3784_ESMFold_hypothetical_protein.pdb	79.05
LOKIASV2_3785_ESMFold_metallophosphoesterase_family_protein.pdb	85.67
LOKIASV2_3786_ESMFold_hypothetical_protein.pdb	91.25
LOKIASV2_3787_ESMFold_hypothetical_protein.pdb	83.24
LOKIASV2_3788_ESMFold_hypothetical_protein.pdb	74.67
LOKIASV2_3789_ESMFold_hypothetical_protein.pdb	89.31
LOKIASV2_3790_ESMFold_hypothetical_protein.pdb	78.86
LOKIASV2_3791_ESMFold_pyridoxal_phosphate-dependent_aminotransferase.pdb	73.05
LOKIASV2_3792_ESMFold_ATP-binding_protein.pdb	85.24
LOKIASV2_3793_ESMFold_hypothetical_protein.pdb	75.09
LOKIASV2_3794_ESMFold_CDC48_family_AAA_ATPase.pdb	89.77
LOKIASV2_3795_ESMFold_flap_endonuclease-1.pdb	92.25
LOKIASV2_3796_ESMFold_hypothetical_protein.pdb	87.95
LOKIASV2_3797_ESMFold_NAD-+-_kinase.pdb	90.56
LOKIASV2_3798_ESMFold_translation_initiation_factor_IF-5A.pdb	81.98
LOKIASV2_3799_ESMFold_hypothetical_protein.pdb	52.67
LOKIASV2_3800_ESMFold_DNA_adenine_methylase.pdb	88.13
LOKIASV2_3801_ESMFold_hypothetical_protein.pdb	92.9
LOKIASV2_3802_ESMFold_MFS_transporter.pdb	91.73
LOKIASV2_3803_ESMFold_hypothetical_protein.pdb	67.67
LOKIASV2_3804_ESMFold_hypothetical_protein.pdb	77.88
LOKIASV2_3805_ESMFold_hypothetical_protein.pdb	64.42
LOKIASV2_3806_ESMFold_hypothetical_protein.pdb	63.95
LOKIASV2_3807_ESMFold_signal_recognition_particle_protein_Srp54.pdb	87.28
LOKIASV2_3808_ESMFold_dihydroorotase.pdb	88.9
LOKIASV2_3809_ESMFold_TIGR00296_family_protein.pdb	94.64
LOKIASV2_3810_ESMFold_YgiQ_family_radical_SAM_protein.pdb	80.38
LOKIASV2_3811_ESMFold_16S_rRNA_-adenine-1518--N-6--adenine-1519--N-6---dimethyltransferase_RsmA.pdb	92.69
LOKIASV2_3812_ESMFold_carboxylating_nicotinate-nucleotide_diphosphorylase.pdb	92.06
LOKIASV2_3813_ESMFold_hypothetical_protein.pdb	87.54
LOKIASV2_3814_ESMFold_nickel-responsive_transcriptional_regulator_NikR.pdb	76.9
LOKIASV2_3815_ESMFold_aminoacyl-tRNA_hydrolase.pdb	88.66
LOKIASV2_3816_ESMFold_hypothetical_protein.pdb	81.66
LOKIASV2_3817_ESMFold_hypothetical_protein.pdb	63.53
LOKIASV2_3818_AF2_hypothetical_protein.pdb	85.26
LOKIASV2_3819_AF2_hypothetical_protein.pdb	76.55
LOKIASV2_3820_ESMFold_exonuclease_SbcCD_subunit_D.pdb	85.03
LOKIASV2_3821_AF2_hypothetical_protein.pdb	85.14
LOKIASV2_3822_ESMFold_hypothetical_protein.pdb	66.35
LOKIASV2_3823_ESMFold_type_II_toxin-antitoxin_system_VapC_family_toxin.pdb	88.95
LOKIASV2_3824_ESMFold_hypothetical_protein.pdb	34.87
LOKIASV2_3825_ESMFold_MBL_fold_metallo-hydrolase.pdb	69.23
LOKIASV2_3826_ESMFold_hypothetical_protein.pdb	64.39
LOKIASV2_3827_ESMFold_hypothetical_protein.pdb	27.04
LOKIASV2_3828_ESMFold_hypothetical_protein.pdb	32.69
LOKIASV2_3829_ESMFold_Rab_family_GTPase.pdb	84.67
LOKIASV2_3830_ESMFold_hypothetical_protein.pdb	86.06
LOKIASV2_3831_ESMFold_N-A.pdb	91.08
LOKIASV2_3832_AF2_hypothetical_protein.pdb	80.02
LOKIASV2_3833_ESMFold_hypothetical_protein.pdb	84.65
LOKIASV2_3834_AF2_hypothetical_protein.pdb	70.43
LOKIASV2_3835_ESMFold_hypothetical_protein.pdb	79.22
LOKIASV2_3836_ESMFold_hypothetical_protein.pdb	58.09
LOKIASV2_3837_ESMFold_hypothetical_protein.pdb	71.57
LOKIASV2_3838_ESMFold_hypothetical_protein.pdb	35.14
LOKIASV2_3839_ESMFold_hypothetical_protein.pdb	85.09
LOKIASV2_3840_ESMFold_hypothetical_protein.pdb	47.5
LOKIASV2_3841_ESMFold_C45_family_autoproteolytic_acyltransferase-hydolase.pdb	89.72
LOKIASV2_3842_ESMFold_DUF4392_domain-containing_protein.pdb	78.54
LOKIASV2_3843_ESMFold_50S_ribosomal_protein_L18e.pdb	74.94
LOKIASV2_3844_ESMFold_50S_ribosomal_protein_L13.pdb	71.16
LOKIASV2_3845_ESMFold_30S_ribosomal_protein_S9.pdb	71.14
LOKIASV2_3846_ESMFold_DNA-directed_RNA_polymerase_subunit_D.pdb	90.9
LOKIASV2_3847_ESMFold_serine_hydroxymethyltransferase.pdb	68.74
LOKIASV2_3848_ESMFold_hypothetical_protein.pdb	79.35
LOKIASV2_3849_ESMFold_dipeptide_ABC_transporter_ATP-binding_protein.pdb	92.92
LOKIASV2_3850_ESMFold_ABC_transporter_ATP-binding_protein.pdb	90.88
LOKIASV2_3851_ESMFold_ABC_transporter_permease.pdb	91.58
LOKIASV2_3852_ESMFold_ABC_transporter_permease.pdb	96.18
LOKIASV2_3853_ESMFold_hypothetical_protein.pdb	57.41
LOKIASV2_3854_ESMFold_glutathione_ABC_transporter_substrate-binding_protein_GsiB.pdb	79.54
LOKIASV2_3855_ESMFold_hypothetical_protein.pdb	60.31
LOKIASV2_3856_ESMFold_hypothetical_protein.pdb	52.44
LOKIASV2_3857_ESMFold_hypothetical_protein.pdb	70.36
LOKIASV2_3858_ESMFold_hypothetical_protein.pdb	61.54
LOKIASV2_3859_ESMFold_histone_family_protein.pdb	84.65
LOKIASV2_3860_ESMFold_hypothetical_protein.pdb	44.99
LOKIASV2_3861_ESMFold_hypothetical_protein.pdb	85.0
LOKIASV2_3862_ESMFold_hypothetical_protein.pdb	95.29
LOKIASV2_3863_ESMFold_hypothetical_protein.pdb	70.65
LOKIASV2_3864_ESMFold_N-A.pdb	89.41
LOKIASV2_3865_ESMFold_DUF362_domain-containing_protein.pdb	93.08
LOKIASV2_3866_ESMFold_hypothetical_protein.pdb	53.11
LOKIASV2_3867_ESMFold_hypothetical_protein.pdb	90.18
LOKIASV2_3868_ESMFold_hypothetical_protein.pdb	80.96
LOKIASV2_3869_ESMFold_hypothetical_protein.pdb	43.76
LOKIASV2_3870_ESMFold_hypothetical_protein.pdb	72.18
LOKIASV2_3871_ESMFold_hypothetical_protein.pdb	79.68
LOKIASV2_3872_ESMFold_hypothetical_protein.pdb	81.27
LOKIASV2_3873_ESMFold_hypothetical_protein.pdb	84.6
LOKIASV2_3874_ESMFold_NYN_domain-containing_protein.pdb	91.39
LOKIASV2_3875_ESMFold_hypothetical_protein.pdb	79.44
LOKIASV2_3876_ESMFold_hypothetical_protein.pdb	74.19
LOKIASV2_3877_ESMFold_hypothetical_protein.pdb	71.45
LOKIASV2_3878_ESMFold_hypothetical_protein.pdb	54.14
LOKIASV2_3879_ESMFold_hypothetical_protein.pdb	54.32
LOKIASV2_3880_ESMFold_hypothetical_protein.pdb	84.84
LOKIASV2_3881_ESMFold_hypothetical_protein.pdb	91.37
LOKIASV2_3882_ESMFold_hypothetical_protein.pdb	84.38
LOKIASV2_3883_ESMFold_YggS_family_pyridoxal_phosphate-dependent_enzyme.pdb	96.6
LOKIASV2_3884_ESMFold_thermosome_subunit_beta.pdb	91.89
LOKIASV2_3885_ESMFold_hypothetical_protein.pdb	65.12
LOKIASV2_3886_ESMFold_hypothetical_protein.pdb	74.29
LOKIASV2_3887_ESMFold_hypothetical_protein.pdb	84.94
LOKIASV2_3888_ESMFold_transcription_initiation_factor_IIB.pdb	85.2
LOKIASV2_3889_ESMFold_hypothetical_protein.pdb	73.0
LOKIASV2_3890_ESMFold_hypothetical_protein.pdb	59.5
LOKIASV2_3891_ESMFold_hypothetical_protein.pdb	86.87
LOKIASV2_3892_ESMFold_hypothetical_protein.pdb	49.13
LOKIASV2_3893_ESMFold_hypothetical_protein.pdb	89.96
LOKIASV2_3894_ESMFold_hypothetical_protein.pdb	90.06
LOKIASV2_3895_ESMFold_hypothetical_protein.pdb	46.86
LOKIASV2_3896_ESMFold_hypothetical_protein.pdb	84.13
LOKIASV2_3897_ESMFold_IS200-IS605_family_transposase.pdb	78.69
LOKIASV2_3898_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.96
LOKIASV2_3899_ESMFold_N-A.pdb	90.44
LOKIASV2_3900_ESMFold_hypothetical_protein.pdb	67.99
LOKIASV2_3901_ESMFold_CDC48_family_AAA_ATPase.pdb	88.24
LOKIASV2_3902_ESMFold_hypothetical_protein.pdb	60.94
LOKIASV2_3903_ESMFold_Hsp20-alpha_crystallin_family_protein.pdb	71.94
LOKIASV2_3904_ESMFold_hypothetical_protein.pdb	86.0
LOKIASV2_3905_ESMFold_hypothetical_protein.pdb	83.78
LOKIASV2_3906_AF2_hypothetical_protein.pdb	84.22
LOKIASV2_3907_ESMFold_hypothetical_protein.pdb	89.76
LOKIASV2_3908_ESMFold_hypothetical_protein.pdb	45.0
LOKIASV2_3909_ESMFold_hypothetical_protein.pdb	93.13
LOKIASV2_3910_ESMFold_hypothetical_protein.pdb	88.58
LOKIASV2_3911_ESMFold_aspartate-semialdehyde_dehydrogenase.pdb	81.93
LOKIASV2_3912_ESMFold_hypothetical_protein.pdb	46.35
LOKIASV2_3913_ESMFold_flavin_reductase_family_protein.pdb	92.21
LOKIASV2_3914_ESMFold_-Fe-S--binding_protein.pdb	88.68
LOKIASV2_3915_ESMFold_FAD-binding_oxidoreductase.pdb	89.84
LOKIASV2_3916_ESMFold_hypothetical_protein.pdb	73.59
LOKIASV2_3917_ESMFold_hypothetical_protein.pdb	84.93
LOKIASV2_3918_ESMFold_hypothetical_protein.pdb	80.96
LOKIASV2_3919_ESMFold_hypothetical_protein.pdb	76.53
LOKIASV2_3920_ESMFold_LysE_family_transporter.pdb	84.51
LOKIASV2_3921_ESMFold_proteasome_assembly_chaperone_family_protein.pdb	92.2
LOKIASV2_3922_ESMFold_phosphoenolpyruvate_carboxykinase_-GTP-.pdb	75.67
LOKIASV2_3923_ESMFold_hypothetical_protein.pdb	79.53
LOKIASV2_3924_ESMFold_hypothetical_protein.pdb	77.41
LOKIASV2_3925_ESMFold_nucleotide_exchange_factor_GrpE.pdb	84.65
LOKIASV2_3926_ESMFold_hypothetical_protein.pdb	54.55
LOKIASV2_3927_ESMFold_hypothetical_protein.pdb	85.59
LOKIASV2_3928_ESMFold_hypothetical_protein.pdb	29.74
LOKIASV2_3929_ESMFold_hypothetical_protein.pdb	75.22
LOKIASV2_3930_ESMFold_hypothetical_protein.pdb	92.72
LOKIASV2_3931_ESMFold_alpha-beta_fold_hydrolase.pdb	87.06
LOKIASV2_3932_ESMFold_M24_family_metallopeptidase.pdb	83.46
LOKIASV2_3933_ESMFold_ferrous_iron_transport_protein_B.pdb	88.48
LOKIASV2_3934_ESMFold_ferrous_iron_transport_protein_A.pdb	78.02
LOKIASV2_3935_ESMFold_hypothetical_protein.pdb	86.5
LOKIASV2_3936_ESMFold_hypothetical_protein.pdb	73.9
LOKIASV2_3937_ESMFold_putative_DNA_modification-repair_radical_SAM_protein.pdb	75.57
LOKIASV2_3938_ESMFold_hypothetical_protein.pdb	79.03
LOKIASV2_3939_ESMFold_hypothetical_protein.pdb	35.74
LOKIASV2_3940_ESMFold_hypothetical_protein.pdb	48.02
LOKIASV2_3941_ESMFold_hypothetical_protein.pdb	76.73
LOKIASV2_3942_ESMFold_hypothetical_protein.pdb	51.59
LOKIASV2_3943_ESMFold_aspartate_racemase.pdb	93.98
LOKIASV2_3944_ESMFold_hypothetical_protein.pdb	74.97
LOKIASV2_3945_ESMFold_hypothetical_protein.pdb	73.68
LOKIASV2_3946_ESMFold_hypothetical_protein.pdb	38.62
LOKIASV2_3947_ESMFold_hypothetical_protein.pdb	80.62
LOKIASV2_3948_ESMFold_hypothetical_protein.pdb	92.73
LOKIASV2_3949_ESMFold_ATP-binding_cassette_domain-containing_protein.pdb	94.54
LOKIASV2_3950_ESMFold_hypothetical_protein.pdb	85.29
LOKIASV2_3951_ESMFold_hypothetical_protein.pdb	57.55
LOKIASV2_3952_ESMFold_hypothetical_protein.pdb	89.52
LOKIASV2_3953_AF2_hypothetical_protein.pdb	71.01
LOKIASV2_3954_AF2_hypothetical_protein.pdb	68.67
LOKIASV2_3955_AF3_model_0.pdb	0.0
LOKIASV2_3956_AF2_hypothetical_protein.pdb	66.97
LOKIASV2_3957_ESMFold_hypothetical_protein.pdb	72.63
LOKIASV2_3958_ESMFold_RNA-binding_protein.pdb	84.3
LOKIASV2_3959_ESMFold_UDP-glucose-GDP-mannose_dehydrogenase_family_protein.pdb	96.09
LOKIASV2_3960_ESMFold_hypothetical_protein.pdb	43.42
LOKIASV2_3961_ESMFold_hypothetical_protein.pdb	73.64
LOKIASV2_3962_ESMFold_sodium:solute_symporter.pdb	95.45
LOKIASV2_3963_ESMFold_VIT1-CCC1_transporter_family_protein.pdb	91.64
LOKIASV2_3964_ESMFold_hypothetical_protein.pdb	94.74
LOKIASV2_3965_ESMFold_hypothetical_protein.pdb	53.58
LOKIASV2_3966_ESMFold_hypothetical_protein.pdb	66.95
LOKIASV2_3967_ESMFold_hypothetical_protein.pdb	88.77
LOKIASV2_3968_ESMFold_hypothetical_protein.pdb	71.6
LOKIASV2_3969_ESMFold_hypothetical_protein.pdb	76.09
LOKIASV2_3970_ESMFold_hypothetical_protein.pdb	86.69
LOKIASV2_3971_ESMFold_ATP_synthase_subunit_A.pdb	86.31
LOKIASV2_3972_ESMFold_ATP_synthase_subunit_B.pdb	89.98
LOKIASV2_3973_ESMFold_V-type_ATP_synthase_subunit_D.pdb	88.29
LOKIASV2_3974_ESMFold_hypothetical_protein.pdb	88.82
LOKIASV2_3975_ESMFold_hypothetical_protein.pdb	57.81
LOKIASV2_3976_ESMFold_tRNA-intron_lyase.pdb	82.8
LOKIASV2_3977_ESMFold_carbon-nitrogen_family_hydrolase.pdb	85.33
LOKIASV2_3978_ESMFold_hypothetical_protein.pdb	88.41
LOKIASV2_3979_ESMFold_hypothetical_protein.pdb	27.23
LOKIASV2_3980_ESMFold_alpha-hydroxy-acid_oxidizing_protein.pdb	84.93
LOKIASV2_3981_ESMFold_hypothetical_protein.pdb	29.41
LOKIASV2_3982_ESMFold_hypothetical_protein.pdb	86.67
LOKIASV2_3983_ESMFold_hypothetical_protein.pdb	83.36
LOKIASV2_3984_ESMFold_AmmeMemoRadiSam_system_protein_B.pdb	92.25
LOKIASV2_3985_ESMFold_hypothetical_protein.pdb	90.95
LOKIASV2_3986_ESMFold_hypothetical_protein.pdb	87.16
LOKIASV2_3987_ESMFold_hypothetical_protein.pdb	58.86
LOKIASV2_3988_ESMFold_hypothetical_protein.pdb	71.0
LOKIASV2_3989_ESMFold_hypothetical_protein.pdb	67.29
LOKIASV2_3990_ESMFold_hypothetical_protein.pdb	78.85
LOKIASV2_3991_ESMFold_hypothetical_protein.pdb	81.51
LOKIASV2_3992_ESMFold_hypothetical_protein.pdb	61.57
LOKIASV2_3993_AF2_hypothetical_protein.pdb	82.4
LOKIASV2_3994_AF2_hypothetical_protein.pdb	70.89
LOKIASV2_3995_AF2_hypothetical_protein.pdb	76.87
LOKIASV2_3996_AF2_hypothetical_protein.pdb	79.2
LOKIASV2_3997_ESMFold_hypothetical_protein.pdb	89.4
LOKIASV2_3998_ESMFold_hypothetical_protein.pdb	79.87
LOKIASV2_3999_ESMFold_hypothetical_protein.pdb	69.77
LOKIASV2_4000_ESMFold_acetate--CoA_ligase_family_protein.pdb	91.4
LOKIASV2_4001_ESMFold_hypothetical_protein.pdb	81.18
LOKIASV2_4002_ESMFold_hypothetical_protein.pdb	83.96
LOKIASV2_4003_ESMFold_Rab_family_GTPase.pdb	83.8
LOKIASV2_4004_ESMFold_hypothetical_protein.pdb	82.66
LOKIASV2_4005_ESMFold_TATA-box-binding_protein.pdb	90.26
LOKIASV2_4006_ESMFold_hypothetical_protein.pdb	60.22
LOKIASV2_4007_ESMFold_hypothetical_protein.pdb	49.19
LOKIASV2_4008_ESMFold_hypothetical_protein.pdb	58.84
LOKIASV2_4009_ESMFold_hypothetical_protein.pdb	86.15
LOKIASV2_4010_ESMFold_TATA-box-binding_protein.pdb	87.61
LOKIASV2_4011_ESMFold_hypothetical_protein.pdb	65.87
LOKIASV2_4012_ESMFold_hypothetical_protein.pdb	76.36
LOKIASV2_4013_ESMFold_glycerophosphodiester_phosphodiesterase.pdb	91.19
LOKIASV2_4014_ESMFold_hypothetical_protein.pdb	79.54
LOKIASV2_4015_ESMFold_hypothetical_protein.pdb	78.32
LOKIASV2_4016_ESMFold_hypothetical_protein.pdb	79.04
LOKIASV2_4017_ESMFold_hypothetical_protein.pdb	81.87
LOKIASV2_4018_ESMFold_FAD-dependent_oxidoreductase.pdb	90.74
LOKIASV2_4019_ESMFold_NAD-P--FAD-dependent_oxidoreductase.pdb	91.33
LOKIASV2_4020_ESMFold_NADP-dependent_malic_enzyme.pdb	85.1
LOKIASV2_4021_ESMFold_hypothetical_protein.pdb	36.94
LOKIASV2_4022_ESMFold_MFS_transporter.pdb	94.42
LOKIASV2_4023_ESMFold_hypothetical_protein.pdb	64.86
LOKIASV2_4024_ESMFold_hypothetical_protein.pdb	69.64
LOKIASV2_4025_ESMFold_YoaP_domain-containing_protein.pdb	90.07
LOKIASV2_4026_ESMFold_Ldh_family_oxidoreductase.pdb	93.24
LOKIASV2_4027_ESMFold_hypothetical_protein.pdb	80.82
LOKIASV2_4028_ESMFold_hypothetical_protein.pdb	78.38
LOKIASV2_4029_ESMFold_bifunctional_ADP-dependent_NAD-P-H-hydrate_dehydratase-NAD-P-H-hydrate_epimerase.pdb	94.39
LOKIASV2_4030_ESMFold_hypothetical_protein.pdb	74.61
LOKIASV2_4031_ESMFold_hypothetical_protein.pdb	82.73
LOKIASV2_4032_ESMFold_hypothetical_protein.pdb	80.62
LOKIASV2_4033_ESMFold_ribonuclease_HI.pdb	83.34
LOKIASV2_4034_ESMFold_hypothetical_protein.pdb	78.05
LOKIASV2_4035_ESMFold_hypothetical_protein.pdb	79.43
LOKIASV2_4036_ESMFold_hypothetical_protein.pdb	59.76
LOKIASV2_4037_ESMFold_hypothetical_protein.pdb	68.96
LOKIASV2_4038_ESMFold_hypothetical_protein.pdb	64.18
LOKIASV2_4039_ESMFold_hypothetical_protein.pdb	86.13
LOKIASV2_4040_ESMFold_hypothetical_protein.pdb	81.44
LOKIASV2_4041_ESMFold_hypothetical_protein.pdb	77.36
LOKIASV2_4042_ESMFold_hypothetical_protein.pdb	93.92
LOKIASV2_4043_ESMFold_hypothetical_protein.pdb	90.32
LOKIASV2_4044_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.67
LOKIASV2_4045_ESMFold_GNAT_family_protein.pdb	93.14
LOKIASV2_4046_ESMFold_hypothetical_protein.pdb	57.56
LOKIASV2_4047_ESMFold_DMT_family_transporter.pdb	92.82
LOKIASV2_4048_ESMFold_peroxiredoxin.pdb	91.65
LOKIASV2_4049_ESMFold_type_II_methionyl_aminopeptidase.pdb	75.75
LOKIASV2_4050_ESMFold_hypothetical_protein.pdb	75.24
LOKIASV2_4051_ESMFold_hypothetical_protein.pdb	76.76
LOKIASV2_4052_ESMFold_hypothetical_protein.pdb	69.16
LOKIASV2_4053_ESMFold_type_2_isopentenyl-diphosphate_Delta-isomerase.pdb	87.22
LOKIASV2_4054_ESMFold_hypothetical_protein.pdb	80.95
LOKIASV2_4055_ESMFold_hypothetical_protein.pdb	77.36
LOKIASV2_4056_ESMFold_hypothetical_protein.pdb	93.51
LOKIASV2_4057_ESMFold_50S_ribosomal_protein_L11.pdb	85.17
LOKIASV2_4058_ESMFold_50S_ribosomal_protein_L1.pdb	91.88
LOKIASV2_4059_ESMFold_50S_ribosomal_protein_L10.pdb	92.33
LOKIASV2_4060_ESMFold_50S_ribosomal_protein_P1.pdb	59.71
LOKIASV2_4061_ESMFold_hypothetical_protein.pdb	72.47
LOKIASV2_4062_ESMFold_TIGR00375_family_protein.pdb	75.01
LOKIASV2_4063_ESMFold_hypothetical_protein.pdb	92.78
LOKIASV2_4064_ESMFold_hypothetical_protein.pdb	46.6
LOKIASV2_4065_ESMFold_hypothetical_protein.pdb	26.45
LOKIASV2_4066_ESMFold_GTP_cyclohydrolase_I_FolE.pdb	86.75
LOKIASV2_4067_ESMFold_alpha-beta_fold_hydrolase.pdb	88.81
LOKIASV2_4068_ESMFold_hypothetical_protein.pdb	79.18
LOKIASV2_4069_ESMFold_dihydroneopterin_aldolase_family_protein.pdb	70.33
LOKIASV2_4070_ESMFold_hypothetical_protein.pdb	89.91
LOKIASV2_4071_ESMFold_hypothetical_protein.pdb	87.41
LOKIASV2_4072_ESMFold_hypothetical_protein.pdb	69.77
